IMDESC,ITMDSC,PRICCD,IMLIST,IMTCST,GROUP,IMSTYL,IMSER,IMRANK,IMGEN,IMXRBC,IMVND,ITEM,IMMCST
CORE LTG- HIGH VOLT 4.4W  WARM ,WHITE- 50FT 120V 30K    QUOTE# 13302    ,0,223.08,145,0,Z7,N,2,17758543,                    ,50443,LSH50N-WW-50FT                          ,145
ALCON LGHT-ARCH.LINER RECESSED ,"4'CEIL STRIP 4800L,4000K 48W RFQ041018P3",0,0,273.6,0,Z7,N,7,17759377,                    ,20177,14008-4-RF-R48-40K-DM10-SL              ,273.6
HLG LTG - UNIVERSAL            ,RED LETTER EXIT SIGN WITH EMERGENCY     ,0,26.95,7.7,0,Z7,N,7,17759872,                    ,20177,CR-7037R                                ,7.7
NINGBO CHONGRONG - DUAL        ,HEAD LED EMERGENCY LIGHT                ,0,29.75,8.9,0,Z7,N,7,17759880,                    ,20177,CR-7036                                 ,8.9
HLG LTG - UNIVERSAL NOT REMOTE ,LED COMBO EXIT/EMERGENCY RED LETTERS    ,0,52.5,15,0,Z7,N,7,17759898,                    ,20177,CR-7024AR                               ,15
WORLD MARKET - BASKET WEAVE    ,BAMBOO PENDANT                          ,0,0,69.99,0,Z7,N,7,17760043,                    ,20177,517373,69.99
12C-60W 40X45 BZ CHANDELIER    ,                                        ,0,1007.98,503.99,16,H5, ,7,17760952,                    ,20275,528701BI                                ,503.99
"ASTRO LTG- 527L LED 14.4W,3K   ","WALL FIXTURE, MATTE WH  Q#TENN18-54235-1",0,862.5,345,0,Z7,N,7,17761025,                    ,20177,EDGE 560                                ,345
MEYERS -SHUNT RELAY/SNGL CONTR ,DEVICE OVERRIDE NORM & EMERG  19-32455-3,0,269.5,77.49,65,KH,N,2,17762635,                    ,20177,RLY-SW-2                                ,77
5M 60W 45X60X16 MB ISLAND LIGHT,                                        ,0,378,125,16,H7, ,7,17762825,841740128919,20177,825751MB                                ,125
5C 60W 29X33 AD CHANDELIER     ,                                        ,0,298,130.24,16,H4, ,7,17762833,841740128346,20275,428551AD                                ,130.24
5C 60W 29X33 MB CHANDELIER     ,                                        ,0,298,130.24,16,H4, ,7,17762841,841740128339,20275,428551MB                                ,130.24
5C 60W 29X33 BN CHANDELIER     ,                                        ,0,298,130.25,16,H4, ,7,17762859,841740128315,20275,428551BN                                ,130.25
3M 60W 25X12 PN BATH BRKT      ,                                        ,0,231,70,2,AQ, ,7,17762940,                    ,20177,119331PN-674                            ,115.5
DAINOLITE -1 LIGHT HALOGEN WALL,SCONCE MATTE BLACK FINISH / WHITE GLASS ,0,160,95.5,24,JP,N,2,17763542,                    ,20177,DAY-71W-MB                              ,64
"INDY -LED 6"" 11LM 30K 90CRI WHT",DOWNLIGHT W/EM BATT B/U QUOTE#19-33458-1,0,0,401.75,21,IX,N,2,17763625,                    ,20177,SD6 11LM 30K 120 G5 90CRI BP FDL D WH   ,401.75
NINGBO CHANGRONG LGT-COMBO EXIT,"EMRG W/REM CAPABILITY WHITE, RED LETTERS",0,59.5,17.87,30,DE,N,2,17763972,                    ,20177,CR-7082RX                               ,17.85
NINGBO CHANGRONG LGT-2 HEAD OUT,DOOR LED EMERGENCY REMOTE GREY          ,0,28.7,8.2,30,DE,N,2,17763980,                    ,20177,CR-7083B                                ,8.2
FEELUX - DIRECT CONNECTOR FIXT.,TO FIXTURE         QUOTE # 073019CS1R   ,0,8.75,2.5,30,D6,N,2,17764079,                    ,20177,TUNCPL/XL                               ,2.5
FEELUX -NOMINAL 2' UNDERCABINET,"FIXT, 40K 120V      QUOTE # 073019CS1R  ",0,0,109,30,D6,N,2,17764087,                    ,20177,TUN7-40K-120V-SF                        ,109
FEELUX -NOMINAL 3' UNDERCABINET,"FIXT, 40K 120V        QUOTE # 73019CS1R ",0,250,141.5,30,D6,N,2,17764095,                    ,20177,TUN11-40K-120V-SF                       ,141.5
FEELUX - METAL HARDWARE BOX FOR,NON-DIMMING APPL       QUOTE# 073019CS1R,0,24.25,11.25,30,D6,N,2,17764102,                    ,20177,MHWB-ESL                                ,11.25
FEELUX - FLEXIBLE CONNECTING   ,FROM FIXT. TO FIXT.  QUOTE # 073019CS1R ,0,8.75,2.5,30,D6,N,2,17764110,                    ,20177,TUNPTC/XL                               ,2.5
FEELUX - 6' CONNECTING CABLE   ,FOR HARDWARE BOX     QUOTE # 073019CS1R ,0,28.88,8.25,30,D6,N,2,17764128,                    ,20177,ESLTUNPTC6/XL                           ,8.25
LIVEX LIGHTING-METAL SHADE MINI,PENDANT RED MED BASE 6' PENDANT CORD    ,0,139.83,54.95,16,HD,N,2,17764425,                    ,20177,41172-72                                ,54.95
"HYPERAMS,LLC - 2X4 LED CENTER  ",BASKET TROFFER 35K 4500L  QT# 3-127831-1,0,300,13.23,30,D3,N,2,17764540,                    ,20177,ATA24R45L35U1                           ,14.99
STARTEK- 20'LED LINEAR PEND STD,OUTPUT 40K MVOLT PLAT SILVER W/HANGERS  ,0,898.18,648,30,D6,N,2,17764756,                    ,20177,NOV2D-20-S-SD-40K-80-PS-ACW10-U-1C      ,494
12C 60W 40X40 AD CHANDELIER    ,                                        ,0,698,300.12,16,HN, ,7,17764988,841740128421,20275,428501AD                                ,300.12
CA LIGHTING - WHITE HEAT LAMP  ,PENDANT ADAPTER (FOR HT TRACK SYSTEM)   ,0,28,11,22,IW,N,2,17765225,                    ,20177,HT-PN-ADOPT-WH                          ,11
VOLUME-HALLWAY'ROOM IN SESSION',"75W WALL SCNCE WHT, WHT GLS E26 BS      ",0,20,6.6,24,JK,N,2,17766801,                    ,20177,V1901-6                                 ,6.6
5C-60W 20X20 BLK/NKL CHANDELIER,                                        ,0,219.9,109.95,16,HH, ,7,17767833,                    ,20177,40925-04                                ,109.95
BN-LINK - 7 DAY PROGRAMMABLE IN,WALL TIMER SWITCH                       ,0,25,13.94,65,KE,N,2,17767982,                    ,20177,SU101C                                  ,14.99
1M 60W 12X18 PW PENDANT        ,                                        ,0,318,120,16,HD, ,7,17768568,                    ,20177,340614PW                                ,120
INNERMOST - POMELO PENDANT     ,WHITE                                   ,0,577.5,165,16,HD,N,2,17769186,                    ,20177,PP069310-01                             ,165
4C-60W 16X68 BNK FOYER LIGHT   ,                                        ,0,372,186,16,HO, ,7,17769970,                    ,20275,528541BN                                ,186
1M-100W 14X18 URBN WHT PENDANT ,                                        ,0,348,117.5,16,HD, ,7,17769988,                    ,20177,335012UW                                ,117.5
AIR KING - 100 CFM EXHAUST FAN , ORDER IN QUANTITIES OF 12              ,0,75,32.05,64,SF,N,3,17770117,                    ,20177,BFQ110                                  ,32.05
KEURIG - K-ELITE SINGLE SERVE  ,"COFFEE MAKER, BRUSHED SILVER            ",0,497.07,131.15,69,CE,N,3,17770224,                    ,20177,K-ELITE BS                              ,143.99
AMAZON/TOSHIBA -DIGITAL TOASTER,"OVEN, STAINLESS STEEL                   ",0,243.74,73.19,69,CE,N,3,17770232,                    ,20177,AC25CEW-SS                              ,73.19
4C-60W 13X19 BLK FOYER LIGHT   ,                                        ,0,270,120,16,HM, ,7,17770571,                    ,20177,527542MB                                ,120
5M-100 44X9 ML ISLAND LIGHT    ,                                        ,0,638,316.01,16,H9, ,7,17770927,841740150958,20275,839051ML                                ,316.01
5M 60W 46X15X14 BRASS LINEAR   ,                                        ,0,378,173.45,16,H7, ,7,17771074,841740128902,20275,825751AD                                ,163.15
LUMENTURE- TWO-PIECE TRACK CYLN,HEAD 30K 90CRI 1500L 60°BEAM SPRD J TYP ,0,311.5,89,22,IZ,N,3,17771149,                    ,20177,T65-30H-1500-60-W-J-JA18                ,89
4C 60W 23X24 MB PENDANT        ,                                        ,0,450,220.65,16,HD, ,7,17771222,841740129442,20275,317542MB                                ,220.65
4C 60W 23X24 AD PENDANT        ,                                        ,0,450,220.65,16,HD, ,7,17771347,841740129466,20275,317542AD                                ,220.65
PARAFLEX - ROUND LED WALLPACK  ,"50K, 24W, SILVER  QUOTE # CV08252021-01 ",0,250,120,30,D9,N,3,17771587,                    ,20177,DCSHM-24W-50K-SL                        ,116
CRESTRON- IP65 WET LOCATION    ,"360° OCC SENSOR -4°F TO 104°F,-20°C/+40°",0,127.27,70,65,KE,N,3,17771628,                    ,20177,GLA-HBS-300-WL                          ,70
9C 60W 30X17 GOLD CHAND        ,                                        ,0,930,449.06,16,HH, ,7,17771644,841740150934,20275,339091ML                                ,449.06
4C 60W 13X18 AD PENDANT        ,                                        ,0,270,130,16,HD, ,7,17772098,                    ,20275,527542AD                                ,130
UNIV DOUGLAS- EVERLINE 4' SLIM ,LED VAPOR TIGHT 50K 82CRI 120-277V      ,0,171.54,50.71,21,IY,N,3,17772139,                    ,20177,VTLS4-ML850-U-55L                       ,49.01
PARAFLEX-RADIAL LED WALL SCONCE,UP/DOWN 5K SILVER  QUT # CV12142021-01R1,0,437.5,175,21,IX,N,3,17772296,                    ,20177,DCSHM-UD-12W-24W-50K-SL                 ,175
3C 60W 10X20 BRZ EXT PEND      ,                                        ,0,398,175.12,8,DO, ,7,17772569,                    ,20275,936933OZ                                ,175.12
2C 60W 9X18 BRZ EXT PEND       ,                                        ,0,330,133.53,8,DO, ,7,17772577,                    ,20275,936921OZ                                ,133.53
1M 100W 7X15 BRZ EXT WALL      ,                                        ,0,211.8,101.04,10,DO, ,7,17772585,841740146173,20275,936911OZ                                ,101.04
RESTORATION HDWE-20TH C ENGLISH,"CLOCHE PEND 15""POL NICKEL Z210816-554403",0,2320.5,729.32,16,HT,N,3,17772684,                    ,20177,68910984PNBK                            ,663
LUMASCAPE-POWERSYNC DATA INJECT,OR GEN 2 MVOLT 60HZ WHITE  Q#120122JDR  ,0,1092.5,451,65,KA,N,3,17772816,                    ,20177,LS6540-09-2D-WT                         ,451
LED MIRROR 3/4/6K 58X36 WHITE  ,                                        ,0,1100.44,550.22,27,IJ, ,7,17773179,                    ,20177,1233W58-36                              ,550.22
MOLD CASE CIRCUIT BREAK ACCS LI,NE &LOAD TERM. LINE&LOAD TERM.225A EATON,0,200,73.8,65,KF,N,7,17773393,                    ,20177,3TA225FD                                ,73.8
SERIES C COMPLETE MOLDED CASE C,IRCUIT BREAKER KFRAME KD  EATON         ,0,2400,7805.36,65,KF, ,7,17773468,                    ,20177,KD3400W                                 ,1634.33
THERMAL-MAGNETIC CIRCUIT BREAKE,"R, SINGLE POLE, NON INTERCNG 35A EATON  ",0,100,41,65,KF, ,7,17773476,                    ,20177,QBHW1030                                ,41
QUICKLAG INDUSTRIAL THERMAL-MAG,CIRCIT BRKR HIGH INT DISCHARGE 20A EATON,0,50,25.39,65,KF, ,7,17773484,                    ,20177,BAB1020                                 ,23.2
"THERMAL MAG. CIRCT BRKR, SINGLE","POLE, NON-INTERCHANGEABLE 20A EATON     ",0,100,51.08,65,KF, ,7,17773492,                    ,20177,QBHW1020                                ,46.67
COMPLETE MOLDED CASE CIRCT BRKR,F-FRAME COMP. BREAKER 3 POLE 15A EATON  ,0,1000,524.24,65,KF, ,7,17773509,                    ,20177,FD3015                                  ,524.24
SERIES C COMP MOLD CASE CIRCT B,RK F-FRAME FD COMP BREAKER 3 POLE EATON ,0,1000,524.24,65,KF, ,7,17773517,                    ,20177,FD3020                                  ,524.24
COMP MLD CASE CIRCT BRKR F-FRAM,"E FD COMP BRKR, SINGLE POLE 20A EATON   ",0,500,181.35,65,KF, ,7,17773525,                    ,20177,FD1020                                  ,0
6M 60W 18X7 AGED BRASS PENDANT ,                                        ,0,297,148.5,16,HD, ,7,17775117,                    ,20177,9D328A                                  ,148.5
CUSTOM TEAL SURF MT CHANNEL 2X2,FOR DRIVE THRU                          ,0,1425,800,21,IY, ,3,17775430,                    ,20177,NF-POPEYES-2X2                          ,800
5M 60W 24X16 WHT/BRUSHED NICKEL,CHAND                                   ,0,325.9,162.95,16,HH, ,7,17777204,                    ,20177,45865-03                                ,162.95
10C 60W 40X43 BLK CHANDELIER   ,                                        ,0,922,461,16,HH, ,7,17777296,                    ,20177,445901MB                                ,461
3M 60W 26X10 BLK VANITY        ,                                        ,0,240,120,2,AQ, ,7,17777303,                    ,20177,148931MB-541                            ,120
LED 27K 120V 3X15 SCONCE       ,                                        ,0,663,416.31,24,JJ, ,7,17777634,                    ,20177,CHP-WH-27-10_TRIAC_120V-IP65            ,397.8
LED 27K 24X20 WHT PENDANT      ,                                        ,0,1055.9,662.99,16,HH, ,7,17777642,                    ,20177,MP-S-27-10_TRIAC_120V                   ,633.54
LED 27K 12X20 WHT PENDANT      ,                                        ,0,841.7,528.54,16,HH, ,7,17777650,                    ,20177,MP-N-27-10_TRIAC_120V                   ,505.02
3M 60W BKG 15X7 FLUSH MOUNT    ,                                        ,0,152.02,76.01,13,FK, ,7,17777783,                    ,20177,IFM676AI5BKG                            ,76.01
1M 60W 10X11 XB PENDANT        ,                                        ,0,297,148.5,16,HD, ,7,17777824,                    ,20275,335312XB                                ,148.5
8C 60W MB/OBR 30X22 PENDANT    ,                                        ,0,716,358,16,HH, ,7,18503129,685659150070,20185,481P30-MB-OBR                           ,369
2M 60W 12X15 BLK/BRZ PENDANT   ,                                        ,0,316,158,16,HD, ,7,18503202,                    ,20185,619MP-MB-FB                             ,163
1M 60W 10X24 BLK WALL MOUNT    ,                                        ,0,126,63,10,DW, ,7,18503442,                    ,20185,522M-BK                                 ,63
MONOPOINT ADAPTER BLACK        ,           USE: 18650152                ,0,38.8,4.74,22,IP, ,8,18606204,661209407795,20186,T40BL                                   ,14.25
WHITE BAFFLE/WHT SLOPED CEILING,                                        ,0,101.83,29.95,21,IN, ,8,18608937,661209950284,20186,604W-WH                                 ,29.95
WHITE TRIM W/WHITE BAFFLE      ,                                        ,0,26.18,7.7,21,IN, ,3,18609159,661209950321,50924,14W-WH                                  ,7.7
"4"" UNIV THRML HOUSING          ",                                        ,0,50.32,19.45,21,IM, ,1,18610198,661209700001,50924,IC1                                     ,19.45
X-CONNECTOR BLACK              ,                                        ,0,72.95,21.45,21,IN, ,8,18611047,                    ,20186,T26BL                                   ,28
5W 12V T3-1/4 XENON LAMP       ,                                        ,0,6,2.3,22,IR, ,8,18612962,30661209952241,20186,TL901 CLR                               ,2.3
50W MR16 THERMAL HOUSING       ,                                        ,0,154.36,45.4,21,IM, ,8,18615495,661209017147,20186,IC44N                                   ,45.4
6IN REMODEL HOUSING            ,                                        ,0,37.74,10.4,21,IM, ,8,18615776,661209017673,20186,IC22R                                   ,11.1
4IN MINI UNIV REMOD HSG TC1RN  ,                                        ,0,19.99,16.45,21,IM, ,8,18615883,661209017987,20186,TC1R                                    ,13.8
6IN UNIV REMOD HSG             ,                                        ,0,39.3,11.91,21,IM, ,1,18615932,661209017970,20186,TC2R                                    ,10.11
6FT BLACK TRACK                ,                                        ,0,124.6,37.61,22,IW, ,3,18616708,                    ,50924,T6BL                                    ,42.35
BLK BFL CONICAL TRIM           ,                                        ,0,30.43,7.6,21,IN, ,8,18618324,661209038661,20186,28BWH                                   ,7.6
6IN WH BFL CONICAL TRIM        ,                                        ,0,30.43,8.95,21,IN, ,8,18618332,661209038654,20186,28WWH                                   ,8.95
2FT WHT ONE-CIRCUIT TRAC       ,                                        ,0,34.5,7.15,22,IW, ,3,18622789,661209031723,20186,R 2FT WH                                ,7.15
2FT BLK ONE-CIRCUIT TRAC       ,                                        ,0,359.95,6.6,22,IW, ,7,18622797,661209031716,50924,R 2FT BL                                ,6.6
4FT WHT ONE-CIRCUIT TRAC       ,                                        ,0,52.7,10.25,22,IW, ,2,18622804,661209031747,50924,R 4FT WH                                ,10.25
4FT BLK ONE-CIRCUIT TRAC       ,                                        ,0,31.28,10.25,22,IW, ,2,18622812,661209031730,20186,R 4FT BL                                ,10.25
6FT WHT ONE-CIRCUIT TRAC       ,                                        ,0,41.65,14.13,22,IW, ,2,18622820,661209031761,20186,R 6FT WH                                ,14.2
6FT BLK ONE-CIRCUIT TRAC       ,                                        ,0,62.65,14.2,22,IW, ,2,18622838,661209031754,20186,R 6FT BL                                ,14.2
8FT WHT ONE-CIRCUIT TRAC       ,                                        ,0,51,17.4,22,IW, ,2,18622846,661209031785,50924,R 8FT WH                                ,17.4
8FT BLK ONE-CIRCUIT TRAC       ,                                        ,0,95.2,16,22,IW, ,2,18622854,661209031778,50924,R 8FT BL                                ,17.4
END FEED CONN/OUTLET BOX COVER ,                                        ,0,35,4.68,22,IW, ,7,18622870,661209033147,20186,R21 BL                                  ,4.68
MINIATURE STRAIGHT CONNECTOR   ,                                        ,0,13.5,2.5,22,IW, ,1,18622888,661209031105,20186,R23 WH                                  ,2.5
MINIATURE STRAIGHT CONNECTOR   ,                                        ,0,13.6,2.5,22,IW, ,2,18622896,661209031099,50924,R23 BL                                  ,2.5
BLK T-CONNECTOR                ,Q# 18-30827-0                           ,0,64.4,22.55,22,IW, ,8,18622937,661209031525,20186,R25BL                                   ,10.35
BLK FLOATING ELECTRICAL FEED   ,                                        ,0,32.64,9.6,22,IW, ,2,18622945,661209031112,20186,R29 BL                                  ,5.11
WHT END FEED CONNECTOR         ,                                        ,0,27.2,3.75,22,IW, ,2,18622961,661209035134,50924,R38 WH                                  ,3.75
BLK END FEED CONNECTOR         ,                                        ,0,26.5,3.75,22,IW, ,2,18622979,661209035103,50924,R38 BL                                  ,3.75
30-50W PAR20 BL FLARED STEP HD ,                                        ,0,42.85,12.37,22,IQ, ,2,18623109,661209030726,20186,R551BL                                  ,13.25
8FT WHITE TRACK                ,                                        ,0,199.7,25.9,22,IW, ,3,18623612,661209001122,20186,T8WH                                    ,25.9
4FT TRAC BLACK                 ,                                        ,0,99,27.2,22,IW, ,3,18623654,661209001078,50924,T4BL                                    ,27.2
6FT WHT TRACK                  ,                                        ,0,121.05,37.34,22,IW, ,2,18623688,661209003362,20186,T6WH                                    ,39.3
8FT TRAC BLACK                 ,                                        ,0,175,45.97,22,IW, ,3,18623737,661209001139,50924,T8BL                                    ,56
BLACK CONDUCTOR CONNECTOR      ,                                        ,0,37.4,6.62,22,IW, ,3,18623951,661209031655,20186,R34BL                                   ,6.62
WHT BAFFLE/WHT TRIM            ,                                        ,0,7.9,2.3,21,IN, ,4,18628563,661209017307,20186,V3024W-WH                               ,2.17
WH DROP OPAL W/REFL TRIM       ,                                        ,0,17,4.66,21,IN, ,4,18628589,661209038647,20186,V3041PW                                 ,4.66
TW/WH TRIM                     ,                                        ,0,15.1,3.25,21,IN, ,3,18628620,661209018359,20186,V3034TW-WH                              ,4.66
6IN IC ECON UNIVERSAL HOUSING  ,                                        ,0,24.14,7.15,21,IM, ,3,18629686,661209067739,20186,IC22W                                   ,7.15
6IN HAZE CONE WH TRIM          ,                                        ,0,66.81,25.9,21,IN, ,7,18629694,661209049711,20186,27HZWH                                  ,22.45
1-50W 3X6 WH CYLINDRA TRACK    ,HEAD                                    ,0,142,30.65,22,IS, ,2,18635732,                    ,50924,T844WH                                  ,30.65
IC22 W/O PLATE/PLUGS/WEGOS     ,                                        ,0,59.67,5.62,21,IM, ,7,18636029,661209068613,20186,IC23W                                   ,6.35
4IN W-WH UNIVERSAL CONE        ,DESIGNLIGHT QUOTE# 18-29695-0           ,0,72.08,7.7,21,IN, ,7,18636136,661209950338,20186,17W-WH                                  ,26.9
"8"" HORIZ CFL HOUSING           ",                                        ,0,183,25.2,21,IM, ,3,18636409,                    ,20186,C8HQ 218Q MVOLT NDB                     ,25.2
"7 5/8"" DOWNLIGHT BLACK BAFFLE  ",      QUOTE # 406368                    ,0,70.4,23.05,21,IN, ,7,18637647,661209237170,20186,614B BL                                 ,18
7 5/8IN B-BL TAPERED BAFFLE    ,                                        ,0,47.43,13.55,21,IN, ,7,18637720,661209237064,20186,24B BL                                  ,13.55
FLAT BACK CYLINDER WH-WH       ,                                        ,0,175.7,54.25,21,IM, ,7,18638132,                    ,20186,T317W WHB WH                            ,54.25
PAR 38 5X5 WH OPEN BACK GIMBAL ,                                        ,0,36.67,5.95,22,IS,N,7,18638306,                    ,20186,T690WH                                  ,5.95
75W PAR 30 WHITE OPEN BACK     ,                                        ,0,19.99,13,0,Z7,N,3,18640484,                    ,50924,R533 WH                                 ,13
BLACK BAFFLE SLOPED TRIM       ,                                        ,0,75.4,26.9,21,IN, ,7,18640955,661209100184,20186,614B-WH                                 ,22.15
2 AMP/240W BLK CURRENT LIMIT   ,BKR                                     ,0,105,35,0,Z7,N,3,18641086,                    ,50924,TCL2BL                                  ,35
5IN WH FROSTED WET LOC LENS    ,                                        ,0,130.6,38.4,21,IN, ,7,18641177,661209319036,20186,212N-WH                                 ,38.4
"4"" BLACK BAFFLE                ",                                        ,0,69.4,13.95,21,IN, ,7,18641424,661209237149,50924,14 BBL                                  ,13.95
MONOPOINT ADAPTOR              ,                                        ,0,64.94,20.45,22,IZ, ,2,18641599,                    ,50924,R40BZ                                   ,20.45
8 1/8IN BLACK BAFFLE           ,                                        ,0,83,24.4,21,IN, ,7,18642050,                    ,20186,604B-BL                                 ,24.4
BZ TRACK HEAD                  ,                                        ,0,145.86,33.9,22,IS, ,7,18643511,                    ,20186,R718BZ                                  ,33.9
NEW CONSTRUCTION MOUNTING FRAME,                                        ,0,27.2,7.95,83,AA, ,7,18643636,                    ,20186,2-NCMF                                  ,14
LED TRACK HEAD 35K 80CRI FLOOD ,WHITE                                   ,0,98.6,31.95,0,Z7,N,3,18644197,                    ,50924,R600L G2 35K 80CRI PDIM FL WH           ,31.95
5IN B-BL BAFFLE DOWNLIGHT      ,Q# 18-30827-0                           ,0,74.8,22,21,IN, ,7,18644478,661209237156,20186,444 BBL                                 ,22
"30W,4000K, WALL WASH TRACKHEAD ","80CRI, BLK                              ",0,350,165,0,Z7,N,7,18644775,                    ,20186,T258L 4K BL                             ,165
8FT WH RECESSED TRAC           ,                                        ,0,373.7,109.9,22,IW, ,9,18644808,LEIGHANN            ,20186,T18WH                                   ,109.9
WHITE LED EMERGENCY LIGHT      ,                                        ,0,56,15.75,0,Z7,N,8,18645400,                    ,20186,N1WH                                    ,15.75
"OPEN REFLECTOR FOR 8"" DOWNLIGHT",                                        ,0,58.8,16.8,0,Z7,N,7,18645418,                    ,20186,C852CLWH                                ,16.8
6IN WH LED RETROFIT EYEBALL    ,                                        ,0,104.9,38,21,IN, ,7,18645509,                    ,20186,6RLA-930-6-W-WH                         ,38
"4"" WALL WASH TRIM WHITE        ",                                        ,0,65,33,0,Z7,N,7,18645541,                    ,20186,39 WWH                                  ,33
2FT BRZ TRACK                  ,                                        ,0,48.1,14.15,22,IW, ,7,18645806,                    ,50924,R2BZ                                    ,14.15
35-50W PAR20 BLACK TRACK HEAD  ,LAMPHOLDER                              ,0,76.2,34.85,0,Z7,N,2,18645864,                    ,50924,T313 BLB BL                             ,30.3
"2"" LED ROUND DOWNLIGHT BAFFLE  ",SATIN NICKEL      QUOTE # 20-39249-0    ,0,300,65.1,0,Z7,N,3,18646044,                    ,50924,SP34378G2B-930F1SN                      ,62
"2"" LED ADJ ROUND DOWNLIGHT     ",QUOTE # 909038                          ,0,434,62,0,Z7,N,3,18646052,                    ,50924,SP34379G2A 930F1SN                      ,62
4IN SQ-WH SQAURE ADJ WH TRIM   ,                                        ,0,105.57,35.2,21,IN, ,7,18646151,                    ,20186,440SQ-WH                                ,35.2
6IN LED 2700K SUFACE MOUNT     ,                                        ,0,55,11.85,21,IN, ,8,18647290,                    ,20186,6RLS G2 07LM 27K 90CRI 120 FRPC WH M6   ,16.16
2LEDDRIVER G2 06LM 120 FRPC    ,                                        ,0,171.2,56,21,IN, ,8,18647456,                    ,20186,2LEDDRIVER G2 06LM 120 FRPC             ,60.2
CUBE SELL LOUVER FOR T313B-BL  ,                                        ,0,0,10,0,Z7,N,7,18647480,                    ,20186,CCLBL375                                ,10
12IN TRACK HEAD EXTENSION WAND ,FOR JUNO TRACK                          ,0,81.2,23.2,0,Z7,N,7,18647498,                    ,20186,TEW 12IN BL                             ,23.2
IC SUPER SLOPE 1400LM 27K 90CRI, 120V FRPC            Q# 18-30827-0     ,0,503.03,147.95,21,IM, ,7,18647802,                    ,20186,IC928LED G4 14LM 27K 90CRI 120 FRPC     ,147.95
R600L G2 27K 90CRI PDIM UNF WH ,                                        ,0,137.02,38,22,IS, ,7,18647828,                    ,20186,R600L G2 27K 90CRI PDIM UNF WH          ,38
"8"" LENSED TRIM, CLEAR DIFFUSE  ",WHITE FLANGE                            ,0,70,20,0,Z7,N,7,18648090,                    ,20186,C8HQ LC2L CD CLPL PF                    ,20
CONDUCTIVE STRAIGHT CONNECTOR  ,"20A MAX ADDS .5"" TO TOTAL LENGTH        ",0,44,17.6,0,Z7,N,7,18648454,                    ,20186,MLJ1 STN                                ,17.6
STANDARD STEM SUPPORT FOR TBAR ,"GRID 5"" LENGTH SATIN NICKEL             ",0,44,17.6,0,Z7,N,7,18648462,                    ,20186,MLSST 5IN STN                           ,17.6
LED 27K 80CRI FLOOD SATIN NICKL,AMBER GLASS 12V 6.6W 272LM              ,0,315.63,126.25,0,Z7,N,7,18648470,                    ,20186,SP995 G2 27K 80CRI FL STN AMBG          ,126.25
"4"" FLOATING POWER FEED FIELD   ",CUTTABLE 20A MAX                        ,0,110.25,44.1,0,Z7,N,7,18648488,                    ,20186,MLP104 STN                              ,44.1
"6"" IC RATED RECESSED 1400L 27K ",                QUOTE # 17-27606-0      ,0,259,100.55,0,Z7,N,7,18648595,                    ,20186,IC22LED G4 14LM 27K 90CRI 120 FRPC      ,100.55
"6""IC RATED 900L 27K RECESSED   ",HOUSING          QUOTE # 17-27606-0     ,0,227.15,64.9,0,Z7,N,7,18648602,                    ,20186,IC22LED G4 09LM 27K 90CRI 120 FRPC      ,64.9
"6""IC SUPER SLOPE RECESSED 900L ",27K              QUOTE # 17-27606-0     ,0,453.25,129.5,0,Z7,N,7,18648610,                    ,20186,IC928LED G4 09LM 27K 90CRI 120 FRPC     ,129.5
1 AMP TRACK CURRENT LIMITER    ,BREAKER  WHITE                          ,0,122.5,38.85,65,KF,N,2,18648644,                    ,20186,TCLCB 1A WHT                            ,38.85
2 AMP TRACK CURRENT LIMITER    ,BREAKER  WHITE                          ,0,122.5,38.85,22,IW,N,3,18648652,                    ,50924,TCLCB 2A WHT                            ,38.85
8' BENDABLE LINE VOLTAGE 20A   ,"@ 120V, END CAPS INCLUDED               ",0,159.75,63.9,0,Z7,N,7,18648917,                    ,20186,MLFT 8FT STN                            ,63.9
QUICK JACK TRANSFORMER ADAPTER ,75W MAX STN FINISH                      ,0,99.13,39.65,0,Z7,N,7,18648925,                    ,20186,MLTA QJ 75W STN                         ,39.65
10W 35K 80CRI UNIVERSAL NARROW ,"FLOOD,PHASE DIMMABLE TRACK HEAD WHITE   ",0,60,31.95,0,Z7,N,7,18648983,                    ,50924,R600L G2 35K 80CRI PDIM UNF WH          ,31.95
BL STRAIGHT TRACK CONNECTOR    ,                                        ,0,22.1,7.38,22,IW, ,7,18649030,                    ,50924,T23BL                                   ,8.25
"4"" LED 10L 27K 90CRI SPOT 120V ",FRPC                                    ,0,404.25,115.5,0,Z7,N,7,18649048,                    ,20186,IC4AL-10LM-27K-90CRI-SP-120-FRPC        ,115.5
"4""IC 600L DOWNLIGHT NEW CONSTR.",27K 90CRI 120V FORWARD/REVERSE PHASE    ,0,99.85,64.9,0,Z7,N,3,18649105,                    ,20186,IC1LED G4 06LM 27K 90CRI 120FRPC        ,64.9
2IN LED TRIM SQ-WWH            ,Q# 18-30874-0                           ,0,148.54,42,21,IN, ,7,18649121,                    ,20186,42LSQ-WWH                               ,43.39
BARN DOORS                     ,                                        ,0,99.28,29.75,22,IP, ,7,18649220,                    ,20186,T73WH-550                               ,29.2
R605L 30K 90CRI PDM FL WH      ,                                        ,0,228.65,55,22,IS, ,7,18649254,661209663771,20186,R605L 30K 90CRI PDM FL WH               ,67.25
